search_id,user_id,query
154,3648,truth
155,3537,before
156,3582,himself
157,2895,mean
158,2155,avoid
159,9212,program
160,6651,number
161,9040,policy
162,7833,final
163,7240,enter
164,200,blue
165,6855,outside
166,5926,center
167,8871,especially
168,2051,buy
169,3075,more
170,1241,cause
171,1182,political
172,6404,hand
173,8944,approach
174,2047,never
175,318,heavy
176,4286,scene
177,7250,few
178,6885,follow
179,5992,white
180,7329,service
181,2905,street
182,8857,fall
183,6894,cold
184,1174,in
185,1936,page
186,8205,entire
187,2777,few
188,3342,conference
189,766,of
190,5108,direction
191,5419,learn
192,6286,popular
193,9281,since
194,4673,weight
195,3549,whatever
196,7004,garden
197,3541,building
198,1810,today
199,9747,visit
200,9194,future
201,4075,clear
202,2306,question
203,4120,building
204,1998,measure
205,4440,forget
206,5568,marriage
207,6121,present
208,9744,support
209,7119,hold
210,4327,stand
211,4096,away
212,9046,personal
213,3832,early
214,5151,know
215,3665,may
216,7865,indicate
217,7452,father
218,9524,start
219,6163,even
220,4255,space
221,3995,relate
222,8684,so
223,7478,assume
224,222,suggest
225,2960,week
226,109,talk
227,1317,down
228,4003,save
229,3033,drive
230,7356,letter
231,9241,politics
232,2783,recently
233,2066,a
234,8483,particularly
235,4074,expect
236,4662,couple
237,9569,own
238,3267,heart
239,1798,probably
240,7860,miss
241,290,start
242,7510,effect
243,1275,job
244,5543,hear
245,8558,concern
246,4540,receive
247,5378,apply
248,367,pull
249,9660,audience
250,5826,human
251,1903,need
252,6350,today
253,3667,turn
254,1309,bar
255,2418,good
256,8617,health
257,4856,actually
258,6550,store
259,1945,itself
260,9242,something
261,6269,economic
262,3044,care
263,1654,right
264,5745,and
265,8140,someone
266,3180,open
267,1141,dark
268,1345,believe
269,4695,pass
270,1007,citizen
271,7803,card
272,8792,easy
273,2561,some
274,2179,wear
275,8279,participant
276,9060,drug
277,6227,newspaper
278,1180,fear
279,6069,big
280,7923,another
281,1539,guy
282,1953,sing
283,7383,personal
284,2097,build
285,4048,worker
286,7166,great
287,6442,exactly
288,5190,despite
289,963,politics
290,8924,method
291,7544,responsibility
292,4631,likely
293,4522,truth
294,7228,finish
295,4012,establish
296,8407,letter
297,9389,give
298,764,economy
299,4462,worker
300,9902,couple
301,3768,final
302,7275,research
303,9392,recent
304,7321,different
305,6874,draw
306,970,money
307,342,later
308,2522,seven
309,149,others
310,4146,product
311,8258,change
312,9257,left
313,3687,administration
314,4343,leader
315,5756,street
316,8837,eye
317,6914,often
318,3675,them
319,1016,page
320,9568,full
321,4240,experience
322,3614,dream
323,1412,financial
324,445,police
325,8399,power
326,6285,our
327,1487,director
328,1539,one
329,5178,a
330,8148,material
331,4966,open
332,7666,accept
333,753,put
334,9053,soon
335,542,ready
336,6467,example
337,9702,seven
338,2538,teacher
339,555,very
340,2169,protect
341,919,big
342,5275,player
343,7653,start
344,9313,page
345,7293,contain
346,4156,quickly
347,8835,ten
348,8995,sport
349,7467,expert
350,4910,among
351,708,product
352,6228,learn
353,8699,parent
354,7036,bit
355,3672,who
356,151,approach
357,8455,treat
358,9017,possible
359,5563,generation
360,8513,this
361,3557,I
362,7488,ahead
363,1800,tax
364,7168,TV
365,2923,spend
366,609,single
367,1049,sea
368,7373,small
369,8335,when
370,1071,assume
371,8727,effect
372,1359,operation
373,6377,or
374,6831,improve
375,8326,budget
376,192,director
377,8280,story
378,7038,our
379,4212,opportunity
380,3232,fine
381,1493,run
382,9316,black
383,7418,man
384,7074,resource
385,3579,seek
386,5792,even
387,3333,travel
388,770,military
389,683,pull
390,9667,board
391,7056,hour
392,6136,program
393,4441,risk
394,8748,thus
395,1118,debate
396,1015,song
397,3299,game
398,2618,throw
399,392,growth
400,939,city
401,1383,continue
402,5706,age
403,9088,end
404,7921,heart
405,6398,even
406,7622,write
407,4175,society
408,7369,middle
409,1957,factor
410,2428,own
411,2579,human
412,1456,red
413,5251,action
414,4559,see
415,3259,onto
416,695,fish
417,8011,environmental
418,9077,college
419,2479,small
420,398,goal
421,7669,collection
422,5617,run
423,74,work
424,1122,day
425,6572,save
426,3840,per
427,9067,check
428,3550,report
429,4839,character
430,6192,left
431,7454,size
432,8828,night
433,4009,design
434,544,focus
435,9852,least
436,1505,fill
437,162,remember
438,6197,hair
439,3579,left
440,453,hold
441,3087,require
442,8247,join
443,1083,we
444,629,item
445,1431,keep
446,2887,whether
447,3500,figure
448,2815,similar
449,4315,its
450,6224,like
451,4107,this
452,9555,just
453,5390,language
454,5514,perhaps
455,5010,source
456,8414,tough
457,6298,area
458,4381,fear
459,9185,number
460,5676,skin
461,2950,national
462,12,which
463,1336,open
464,1476,remember
465,6794,drop
466,7914,leave
467,2636,lay
468,9096,firm
469,3323,population
470,3758,even
471,6554,thank
472,7774,world
473,6200,forward
474,4117,feeling
475,6714,several
476,7478,similar
477,9356,commercial
478,9546,contain
479,8884,sense
480,5502,good
481,9132,personal
482,915,agree
483,7417,kind
484,7988,animal
485,5845,field
486,5388,sure
487,8823,religious
488,6636,ahead
489,5378,blood
490,9606,week
491,2650,type
492,7330,quite
493,3159,bank
494,9363,relationship
495,8960,letter
496,440,eat
497,8033,interest
498,8665,it
499,4120,growth
500,8219,kind
501,2259,picture
502,7248,modern
503,4707,there
504,6804,weight
505,9154,movie
506,6293,whether
507,9426,its
508,5101,person
509,1997,method
510,3739,money
511,1338,determine
512,6564,memory
513,8424,cause
514,2216,letter
515,8395,develop
516,1236,hear
517,6953,phone
518,4564,less
519,5683,tax
520,1473,low
521,4285,able
522,9345,science
523,1849,they
524,5020,black
525,4865,court
526,5505,yourself
527,9620,area
528,9706,Mr
529,7108,current
530,3329,dog
531,3760,main
532,1894,question
533,132,theory
534,5686,card
535,8884,research
536,5851,yet
537,4284,allow
538,922,understand
539,8091,structure
540,2069,TV
541,9371,consider
542,2722,short
543,8567,ahead
544,4969,rather
545,1538,program
546,6656,during
547,3347,important
548,8144,gas
549,7682,save
550,9441,inside
551,6311,necessary
552,9183,speech
553,5868,gas
554,4617,because
555,5229,sort
556,8133,cultural
557,8882,capital
558,7494,majority
559,6231,voice
560,2312,skin
561,4222,study
562,3907,board
563,5355,standard
564,7659,say
565,4785,doctor
566,4722,finally
567,2559,our
568,6253,sell
569,6191,yeah
570,5860,visit
571,6620,person
572,3547,fire
573,8176,nice
574,1199,east
575,7498,arrive
576,2918,down
577,1957,side
578,5290,act
579,8779,fact
580,9655,beat
581,7929,approach
582,4785,modern
583,7723,but
584,7282,approach
585,3919,sign
586,5187,forget
587,659,adult
588,9465,history
589,6050,group
590,9493,back
591,8519,these
592,6956,prepare
593,1320,this
594,5344,forward
595,5253,determine
596,4648,purpose
597,9337,you
598,413,interview
599,2389,yes
600,2588,safe
601,5342,choice
602,7634,no
603,6904,military
604,2359,another
605,3433,how
606,7125,treatment
607,9728,student
608,16,single
609,5750,reveal
610,1612,leader
611,1002,yet
612,7439,leave
613,9411,key
614,8308,dark
615,2302,know
616,3580,argue
617,1222,short
618,6883,me
619,5233,feeling
620,7653,something
621,2222,prepare
622,3563,east
623,9710,candidate
624,1535,matter
625,8106,peace
626,2081,scientist
627,3651,feeling
628,8758,experience
629,2607,buy
630,7880,take
631,5416,TV
632,34,dark
633,2887,interview
634,9551,perform
635,4535,reduce
636,6445,thank
637,4494,push
638,7310,partner
639,2188,like
640,4661,approach
641,1417,detail
642,1135,although
643,1522,positive
644,5780,author
645,7611,usually
646,9904,back
647,2753,up
648,5918,current
649,3326,tree
650,468,film
651,8925,situation
652,1762,Democrat
653,5254,until
654,5293,Mrs
655,3853,card
656,5939,thank
657,9722,within
658,289,truth
659,4550,than
660,2452,article
661,7277,political
662,3824,story
663,1954,great
664,1825,nation
665,5772,street
666,4845,language
667,6832,think
668,5679,him
669,4127,red
670,7962,already
671,5935,feeling
672,2791,public
673,9029,pretty
674,8278,recently
675,8993,mouth
676,2773,moment
677,3494,test
678,2518,arm
679,8284,eight
680,543,campaign
681,4935,should
682,4899,town
683,7540,participant
684,7937,mother
685,783,father
686,6840,page
687,7331,research
688,5654,sense
689,5938,apply
690,9582,effect
691,9241,official
692,9776,low
693,6826,boy
694,1129,team
695,9556,rock
696,6518,represent
697,1258,benefit
698,375,help
699,6623,administration
700,8338,deep
701,969,grow
702,6456,have
703,4258,social
704,728,interview
705,7358,generation
706,9373,establish
707,2525,front
708,9971,town
709,1028,evidence
710,5272,unit
711,2201,goal
712,2937,interest
713,7718,theory
714,5563,security
715,5778,may
716,8842,tell
717,3584,despite
718,1806,doctor
719,6551,issue
720,7016,dream
721,522,after
722,7042,remember
723,2778,sell
724,3970,catch
725,1587,training
726,7588,listen
727,2570,level
728,6280,answer
729,6845,know
730,6402,yes
731,9100,about
732,7295,soldier
733,4769,far
734,2724,trade
735,3253,side
736,3257,factor
737,276,stage
738,8558,letter
739,4154,without
740,1812,least
741,5681,benefit
742,7062,sure
743,4959,quality
744,5808,example
745,5606,else
746,9092,beyond
747,5503,heart
748,4933,politics
749,6184,trial
750,1500,worker
751,2921,keep
752,9338,begin
753,126,occur
754,291,ten
755,4636,represent
756,839,condition
757,5620,ability
758,634,authority
759,4324,morning
760,7553,sport
761,8696,country
762,8513,factor
763,5197,find
764,5166,drug
765,5084,back
766,6980,specific
767,8011,seat
768,3244,significant
769,7406,they
770,9896,somebody
771,2284,different
772,4576,music
773,629,cup
774,2460,service
775,5945,art
776,8184,cut
777,7497,interest
778,881,still
779,1128,recent
780,1293,on
781,4116,visit
782,5374,detail
783,5813,ok
784,8726,tax
785,2655,each
786,3828,about
787,2843,there
788,985,city
789,5503,property
790,865,lawyer
791,4031,send
792,2523,half
793,521,size
794,8355,expert
795,2924,energy
796,4405,million
797,2880,school
798,9696,southern
799,4835,civil
800,6412,policy
801,3123,pass
802,4670,ago
803,7139,assume
804,1816,design
805,63,different
806,4990,game
807,4606,officer
808,6977,include
809,1244,rate
810,3692,vote
811,4375,within
812,5934,watch
813,2253,relationship
814,6414,why
815,3780,six
816,6430,wear
817,4418,long
818,4781,until
819,3934,less
820,1103,party
821,187,realize
822,4282,point
823,2788,safe
824,2658,money
825,9327,fight
826,649,because
827,6203,to
828,7829,section
829,3855,these
830,4092,choose
831,4289,before
832,8514,school
833,7398,debate
834,8787,then
835,3889,outside
836,9713,more
837,7036,much
838,2400,treatment
839,6418,I
840,7377,sister
841,1528,simple
842,8356,foreign
843,7771,set
844,569,any
845,7082,really
846,4352,step
847,1784,program
848,978,entire
849,826,begin
850,9531,star
851,46,leader
852,4181,over
853,7587,many
854,7534,very
855,7123,fire
856,6731,center
857,7427,season
858,7335,old
859,9439,top
860,9479,country
861,7046,born
862,2299,area
863,4331,serve
864,7704,many
865,8654,ok
866,5720,feeling
867,8420,over
868,4051,program
869,29,suffer
870,8296,energy
871,3540,indicate
872,7729,those
873,5406,statement
874,589,set
875,5521,station
876,427,into
877,872,relationship
878,8943,certainly
879,9069,activity
880,2454,military
881,6974,age
882,9627,writer
883,5612,treatment
884,4059,three
885,5497,consider
886,8114,land
887,9745,value
888,5919,baby
889,5701,government
890,4086,would
891,4817,early
892,1401,act
893,5915,exactly
894,2909,among
895,359,center
896,3893,partner
897,6881,from
898,3470,risk
899,2969,brother
900,2101,side
901,6821,the
902,8669,issue
903,8525,movement
904,3070,common
905,844,event
906,5158,eat
907,1427,industry
908,2301,anyone
909,295,focus
910,6280,analysis
911,3235,middle
912,6514,young
913,4441,region
914,4231,paper
915,8606,simply
916,9912,stay
917,4867,weight
918,2241,spend
919,467,know
920,1449,performance
921,3741,back
922,6618,detail
923,1291,wait
924,5493,fine
925,6332,today
926,1778,deep
927,6387,stop
928,1511,help
929,7798,early
930,1648,right
931,1871,center
932,4374,first
933,8022,grow
934,2152,have
935,660,a
936,7467,remember
937,1781,glass
938,4568,accept
939,7469,two
940,6924,Congress
941,5754,half
942,9208,artist
943,5165,ball
944,3485,shake
945,4746,different
946,2317,exactly
947,9843,on
948,6523,describe
949,2885,answer
950,6463,behind
951,7083,check
952,4487,he
953,3200,amount
954,6892,benefit
955,4483,movie
956,3743,trial
957,5308,food
958,4883,simply
959,601,leg
960,4625,next
961,1346,resource
962,6184,little
963,8841,music
964,1199,friend
965,4860,population
966,9045,administration
967,1905,include
968,9876,western
969,2708,available
970,3606,start
971,3373,then
972,2229,act
973,9246,foreign
974,875,thus
975,4700,or
976,955,imagine
977,2512,television
978,1237,sign
979,6928,himself
980,5027,degree
981,6522,mother
982,805,respond
983,7850,child
984,61,control
985,3291,open
986,1677,everybody
987,3027,audience
988,9167,hope
989,7723,study
990,1931,morning
991,7891,since
992,3561,chair
993,8406,create
994,8177,appear
995,7428,Republican
996,5352,help
997,8782,report
998,6338,condition
999,2355,bank
1000,6594,agency
1001,4640,face
1002,9428,successful
1003,2377,color
1004,3159,sometimes
1005,6868,fact
1006,7839,generation
1007,122,thought
1008,9604,herself
1009,7292,pattern
1010,4554,mouth
1011,3069,operation
1012,7474,over
1013,6613,from
1014,8969,put
1015,6375,question
1016,6170,face
1017,1054,some
1018,7394,way
1019,4271,around
1020,3298,why
1021,9730,Mrs
1022,872,night
1023,6793,than
1024,8216,piece
1025,6952,forget
1026,5547,interesting
1027,784,majority
1028,8077,garden
1029,6499,feel
1030,246,about
1031,7472,street
1032,8049,open
1033,8656,this
1034,1489,lot
1035,5993,word
1036,8848,popular
1037,7094,radio
1038,108,authority
1039,3326,big
1040,4154,deal
1041,8579,paper
1042,6403,every
1043,5408,manage
1044,7761,professional
1045,4044,natural
1046,4119,head
1047,3743,community
1048,6065,close
1049,9425,happen
1050,4880,bit
1051,4984,student
1052,6983,authority
1053,1987,threat
1054,3045,town
1055,9644,special
1056,4978,hope
1057,9110,people
1058,8902,watch
1059,7128,night
1060,4584,decide
1061,5095,when
1062,1505,start
1063,4075,property
1064,5130,ground
1065,6955,direction
1066,809,information
1067,6041,sometimes
1068,9789,future
1069,7236,control
1070,1833,market
1071,3295,receive
1072,5365,plant
1073,2510,receive
1074,7836,thousand
1075,6725,teacher
1076,5916,cut
1077,9420,spring
1078,8866,quickly
1079,5787,court
1080,4308,state
1081,3166,risk
1082,8344,lay
1083,4781,medical
1084,2537,level
1085,9057,senior
1086,9261,lay
1087,1935,senior
1088,2717,talk
1089,9311,challenge
1090,9905,authority
1091,4076,against
1092,601,push
1093,3084,market
1094,9725,green
1095,9534,sea
1096,828,cause
1097,7635,color
1098,1225,sea
1099,4737,near
1100,1960,trouble
1101,7158,activity
1102,306,parent
1103,1836,world
1104,2325,pretty
1105,1874,chair
1106,8248,management
1107,6354,mouth
1108,3657,heavy
1109,2158,common
1110,1613,evidence
1111,2188,subject
1112,1012,large
1113,5357,capital
1114,1559,race
1115,5086,energy
1116,4799,ground
1117,7152,third
1118,2676,have
1119,5289,read
1120,97,strategy
1121,5372,market
1122,2334,so
1123,5639,admit
1124,6598,energy
1125,7981,eye
1126,1080,gun
1127,2057,value
1128,6799,feel
1129,8876,way
1130,2365,laugh
1131,4159,assume
1132,1862,spring
1133,5855,include
1134,2125,financial
1135,6397,money
1136,232,indeed
1137,6436,social
1138,6917,leader
1139,3409,continue
1140,3799,system
1141,6413,two
1142,5509,recently
1143,1185,opportunity
1144,6300,daughter
1145,6476,six
1146,1599,career
1147,1970,past
1148,8295,full
1149,4521,director
1150,9328,yes
1151,4307,national
1152,4356,environmental
1153,9199,magazine
1154,5085,section
1155,7835,but
1156,6019,certain
1157,8700,too
1158,8986,project
1159,1516,explain
1160,8136,beat
1161,6879,of
1162,7548,risk
1163,3698,life
1164,5261,minute
1165,4579,young
1166,5696,they
1167,327,my
1168,1538,forget
1169,170,wear
1170,2429,across
1171,427,large
1172,5313,war
1173,3780,federal
1174,7659,likely
1175,4634,land
1176,616,and
1177,1737,second
1178,6048,store
1179,3184,during
1180,178,miss
1181,6919,here
1182,807,move
1183,1959,always
1184,1961,grow
1185,6839,middle
1186,3053,find
1187,3026,mother
1188,7221,avoid
1189,2657,beyond
1190,5875,bad
1191,4196,beat
1192,8135,bar
1193,3835,option
1194,4477,particularly
1195,8568,officer
1196,3223,view
1197,4108,assume
1198,2577,eye
1199,5386,significant
1200,4669,information
1201,950,go
1202,6213,past
1203,8975,same
1204,7562,happy
1205,992,table
1206,9875,president
1207,9276,firm
1208,2424,understand
1209,3197,each
1210,5948,range
1211,4626,use
1212,3093,huge
1213,5231,each
1214,2884,possible
1215,577,teach
1216,4913,be
1217,5027,sport
1218,9660,force
1219,6540,us
1220,9229,see
1221,5452,knowledge
1222,8449,although
1223,98,treat
1224,1019,town
1225,9709,sister
1226,7640,cup
1227,881,if
1228,1059,happen
1229,1974,popular
1230,9300,cost
1231,5774,lay
1232,2820,join
1233,7888,information
1234,7516,trip
1235,6981,watch
1236,7728,general
1237,9371,recently
1238,5728,moment
1239,9722,teach
1240,8521,drop
1241,7353,cell
1242,3271,behavior
1243,4854,become
1244,9423,again
1245,9074,day
1246,2220,public
1247,4648,impact
1248,5698,including
1249,4833,today
1250,7761,else
1251,5900,present
1252,2844,agent
1253,3672,central
1254,2449,structure
1255,255,expect
1256,2098,just
1257,9982,success
1258,3489,idea
1259,3486,build
1260,2933,stop
1261,3674,during
1262,9415,half
1263,6966,how
1264,1838,Democrat
1265,1984,continue
1266,6995,none
1267,4061,evidence
1268,7109,organization
1269,2183,either
1270,2423,account
1271,9312,arm
1272,5205,occur
1273,2519,manager
1274,4625,adult
1275,9466,most
1276,5689,memory
1277,3531,one
1278,3718,day
1279,3048,if
1280,4471,ready
1281,4879,statement
1282,1310,begin
1283,1233,compare
1284,1898,policy
1285,3020,specific
1286,153,good
1287,4954,charge
1288,5149,blue
1289,8775,game
1290,5312,official
1291,630,western
1292,7903,lead
1293,122,soon
1294,8948,both
1295,5116,low
1296,470,agency
1297,3401,area
1298,2127,exist
1299,9028,they
1300,1392,head
1301,9474,center
1302,6172,suddenly
1303,2293,beyond
1304,8192,huge
1305,6197,out
1306,4237,cold
1307,4692,scientist
1308,4863,author
1309,5352,generation
1310,2926,development
1311,9939,east
1312,8959,manage
1313,3413,since
1314,8981,democratic
1315,8724,determine
1316,1198,not
1317,804,develop
1318,1179,detail
1319,5943,account
1320,7497,film
1321,1963,exist
1322,4785,thought
1323,3882,space
1324,6011,trial
1325,3362,answer
1326,1083,old
1327,8597,economic
1328,96,phone
1329,8162,rich
1330,20,cultural
1331,5536,writer
1332,8823,hit
1333,8575,key
1334,5470,color
1335,8129,born
1336,5999,play
1337,2852,win
1338,5995,fund
1339,2703,space
1340,4503,risk
1341,6933,policy
1342,2845,soon
1343,4993,role
1344,4680,head
1345,4540,why
1346,4837,responsibility
1347,5974,begin
1348,818,summer
1349,7059,education
1350,9823,significant
1351,8982,here
1352,2313,today
1353,3589,week
1354,5071,herself
1355,8587,operation
1356,5454,edge
1357,6416,will
1358,7942,particular
1359,423,phone
1360,5884,thought
1361,9254,once
1362,6644,important
1363,1198,reach
1364,8350,decision
1365,8991,difficult
1366,9889,get
1367,528,chance
1368,1621,until
1369,4388,accept
1370,4677,wall
1371,840,range
1372,5478,project
1373,177,establish
1374,7135,thought
1375,6372,throw
1376,8734,animal
1377,4866,future
1378,7803,director
1379,7278,area
1380,1954,entire
1381,5019,family
1382,8637,must
1383,7266,choice
1384,8782,gas
1385,3023,system
1386,9364,toward
1387,8516,rule
1388,2105,nice
1389,2494,care
1390,3966,weight
1391,9300,half
1392,2512,area
1393,5673,according
1394,7350,national
1395,7538,carry
1396,6696,sea
1397,8382,major
1398,1868,economic
1399,9252,arm
1400,8981,particularly
1401,8632,best
1402,5493,account
1403,5357,rock
1404,2335,American
1405,5192,fire
1406,55,region
1407,4554,away
1408,8386,less
1409,1272,image
1410,5218,future
1411,3211,technology
1412,3491,opportunity
1413,3064,he
1414,7988,nature
1415,8029,step
1416,283,energy
1417,6713,we
1418,112,follow
1419,1238,teach
1420,5655,might
1421,3254,bar
1422,301,oil
1423,421,through
1424,4076,professor
1425,9736,he
1426,4662,set
1427,6641,lot
1428,1963,learn
1429,7328,though
1430,5549,almost
1431,946,voice
1432,2930,century
1433,6743,away
1434,711,kind
1435,4999,feel
1436,6419,throw
1437,9864,look
1438,5725,film
1439,3287,radio
1440,7364,seven
1441,1707,order
1442,1558,can
1443,5292,design
1444,555,off
1445,483,oil
1446,3279,such
1447,3813,detail
1448,9357,window
1449,95,ever
1450,519,training
1451,8284,carry
1452,241,stand
1453,6986,investment
1454,7416,music
1455,3098,be
1456,6711,sound
1457,9875,raise
1458,1578,long
1459,9844,can
1460,1461,job
1461,5775,brother
1462,9544,describe
1463,1767,tonight
1464,8247,size
1465,4766,start
1466,381,truth
1467,3168,knowledge
1468,1878,effort
1469,4803,protect
1470,6476,yes
1471,2802,quickly
1472,994,claim
1473,2178,act
1474,6878,despite
1475,8014,white
1476,7042,buy
1477,7300,interview
1478,7584,way
1479,797,break
1480,4085,son
1481,6696,sense
1482,5304,against
1483,7495,no
1484,2443,student
1485,6644,scientist
1486,5878,question
1487,2573,middle
1488,8894,around
1489,8788,organization
1490,7021,goal
1491,5551,ability
1492,934,turn
1493,7443,free
1494,6773,special
1495,5120,thank
1496,1971,hear
1497,4973,likely
1498,1168,a
1499,9041,notice
1500,3120,character
1501,7040,food
1502,7440,system
1503,7014,fish
1504,3460,medical
1505,9952,tax
1506,7185,certain
1507,2656,security
1508,630,many
1509,5233,structure
1510,7186,series
1511,7296,personal
1512,6219,likely
1513,3640,oil
1514,8474,live
1515,5179,foot
1516,1997,continue
1517,8969,manage
1518,1478,far
1519,718,reason
1520,957,these
1521,3548,more
1522,2713,research
1523,7364,agency
1524,7018,front
1525,8863,box
1526,2455,level
1527,2440,language
1528,6147,evidence
1529,5754,foot
1530,7831,out
1531,4283,police
1532,7433,test
1533,1808,start
1534,3131,station
1535,6802,return
1536,9411,address
1537,2251,eight
1538,2921,store
1539,6891,record
1540,2118,dark
1541,1813,career
1542,1095,approach
1543,1598,common
1544,827,itself
1545,3445,at
1546,3385,word
1547,4299,discussion
1548,3887,form
1549,8198,need
1550,1689,camera
1551,3692,particular
1552,8465,nearly
1553,1869,commercial
1554,3757,rest
1555,9874,question
1556,2942,team
1557,2311,TV
1558,1646,surface
1559,5251,military
1560,3874,she
1561,9694,north
1562,2378,add
1563,7747,choice
1564,2575,thought
1565,2120,take
1566,948,system
1567,1947,sit
1568,4568,rich
1569,1758,let
1570,7114,main
1571,936,performance
1572,1155,call
1573,7736,true
1574,6973,door
1575,4722,minute
1576,313,local
1577,4456,structure
1578,9911,police
1579,4309,something
1580,5969,many
1581,5116,view
1582,3499,position
1583,3111,responsibility
1584,7976,own
1585,1246,base
1586,9947,western
1587,9077,own
1588,102,base
1589,4442,carry
1590,8710,drive
1591,1744,after
1592,2903,democratic
1593,8314,fear
1594,3932,activity
1595,2854,hotel
1596,7753,like
1597,9810,science
1598,138,commercial
1599,8337,also
1600,5975,try
1601,1386,couple
1602,9197,particularly
1603,4110,generation
1604,5395,happy
1605,5838,why
1606,1379,order
1607,2308,morning
1608,7718,officer
1609,3315,himself
1610,9017,science
1611,2061,or
1612,352,water
1613,4240,little
1614,3020,let
1615,9963,listen
1616,5102,vote
1617,9817,since
1618,6974,author
1619,8816,avoid
1620,4387,group
1621,4480,TV
1622,174,fill
1623,3273,Congress
1624,4461,majority
1625,6954,continue
1626,6303,tree
1627,9334,per
1628,3883,education
1629,4762,town
1630,723,cell
1631,5386,finally
1632,5459,meet
1633,2047,exactly
1634,880,space
1635,1202,carry
1636,464,free
1637,7060,decide
1638,6259,usually
1639,5010,purpose
1640,2504,letter
1641,9926,democratic
1642,6780,letter
1643,92,loss
1644,3041,citizen
1645,5425,firm
1646,6370,thus
1647,3786,hit
1648,9603,leader
1649,5969,manage
1650,3349,language
1651,4819,Democrat
1652,7439,need
1653,6357,military
1654,3600,resource
1655,1205,prove
1656,5031,drive
1657,5224,couple
1658,1205,compare
1659,7038,set
1660,7468,see
1661,461,listen
1662,6261,system
1663,6741,program
1664,875,way
1665,9067,find
1666,7372,green
1667,3436,behind
1668,403,trade
1669,9227,ten
1670,9720,present
1671,1295,next
1672,8550,red
1673,7209,PM
1674,8763,any
1675,7783,evening
1676,8910,up
1677,7163,experience
1678,4867,generation
1679,4601,material
1680,2532,wide
1681,281,leave
1682,3943,floor
1683,8173,peace
1684,7448,right
1685,297,example
1686,3060,type
1687,5957,care
1688,1833,suffer
1689,3434,color
1690,3325,continue
1691,2410,very
1692,345,candidate
1693,4230,discussion
1694,796,hospital
1695,9892,study
1696,6741,treat
1697,5245,nothing
1698,3812,word
1699,3317,customer
1700,5279,else
1701,6831,watch
1702,9099,left
1703,8355,father
1704,1464,allow
1705,342,speak
1706,7850,ago
1707,3396,major
1708,1521,catch
1709,8943,trip
1710,8926,leave
1711,5431,college
1712,328,sort
1713,5378,fact
1714,8844,sister
1715,7455,study
1716,4726,remember
1717,4644,those
1718,3219,purpose
1719,2240,allow
1720,1157,voice
1721,5468,group
1722,4765,weight
1723,6420,just
1724,7957,score
1725,297,north
1726,3001,I
1727,5257,land
1728,2534,away
1729,1970,sit
1730,3994,future
1731,3283,scene
1732,3390,network
1733,8083,end
1734,2894,worker
1735,5190,into
1736,2264,hard
1737,2893,middle
1738,2692,draw
1739,9874,Mrs
1740,2631,nice
1741,9152,star
1742,1823,off
1743,5191,whose
1744,4084,top
1745,2588,catch
1746,2519,floor
1747,3401,with
1748,5122,heavy
1749,7062,soldier
1750,3677,manage
1751,6245,ball
1752,4016,age
1753,5711,suggest
